-33.842582,18.975459, MD-DHA21, 27, 50
-33.84255,18.975443,  MD-DDH12, 31, 30
-33.842517,18.975427,  MD-KD261, 27, 80
-33.84248,18.975412,  MD-PE625, 26, 70
-33.84244,18.975393,  MD-AGDJ25, 27, 40
-33.842433,18.975428,  MD-MDHA16, 28, 60
-33.842464,18.975447, MD-KDJA42, 27, 70
-33.842504,18.975464, MD-LAPE43, 28, 60
-33.842528,18.975479, MA-LAPE41, 27, 90
